epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
164,3000.67,0.99698,0.71831,1.11852,0.88735,0.91176,0.93381,0.62876,1.20422,0.68406,1.30905,1.31342e-05,1.31342e-05,1.31342e-05
165,3014.59,0.98882,0.69984,1.10987,0.8894,0.90606,0.93305,0.62643,1.19613,0.68646,1.30625,1.27976e-05,1.27976e-05,1.27976e-05
166,3033.97,1.00111,0.72818,1.11434,0.89496,0.89183,0.92971,0.62705,1.19876,0.69028,1.30803,1.2461e-05,1.2461e-05,1.2461e-05
167,3054.74,1.01319,0.71725,1.12262,0.90013,0.8891,0.93078,0.6267,1.19665,0.68779,1.30813,1.21244e-05,1.21244e-05,1.21244e-05
168,3067.25,0.98928,0.70164,1.10724,0.89784,0.89443,0.93231,0.62978,1.19673,0.68292,1.30852,1.17878e-05,1.17878e-05,1.17878e-05
169,3083.22,0.99818,0.70401,1.11566,0.90275,0.89343,0.93206,0.62872,1.19812,0.68594,1.30897,1.14512e-05,1.14512e-05,1.14512e-05
170,3100.48,0.99349,0.7141,1.11272,0.90421,0.88725,0.93398,0.62749,1.19542,0.68571,1.30745,1.11146e-05,1.11146e-05,1.11146e-05
171,3116.43,0.99506,0.6902,1.10911,0.90534,0.88759,0.93413,0.62774,1.19621,0.68458,1.30653,1.0778e-05,1.0778e-05,1.0778e-05
172,3133.49,0.98431,0.69298,1.11231,0.90761,0.88669,0.93256,0.62795,1.19511,0.68555,1.30655,1.04414e-05,1.04414e-05,1.04414e-05
173,3149.18,1.00206,0.72429,1.11741,0.91126,0.88565,0.93336,0.62752,1.20102,0.68257,1.3112,1.01048e-05,1.01048e-05,1.01048e-05
174,3166.58,0.99815,0.70589,1.11548,0.91468,0.88678,0.93204,0.62648,1.19509,0.68339,1.3075,9.7682e-06,9.7682e-06,9.7682e-06
175,3184.48,0.99948,0.72497,1.1167,0.91694,0.88458,0.93347,0.62614,1.20126,0.68491,1.31091,9.4316e-06,9.4316e-06,9.4316e-06
176,3200.59,0.98655,0.69242,1.11045,0.90484,0.89289,0.93216,0.62921,1.19701,0.68337,1.31251,9.095e-06,9.095e-06,9.095e-06
177,3216.65,0.99854,0.71125,1.11736,0.89384,0.90191,0.93185,0.62924,1.1973,0.68345,1.31215,8.7584e-06,8.7584e-06,8.7584e-06
178,3235.19,0.98088,0.70878,1.1032,0.91402,0.88872,0.93291,0.62911,1.20018,0.68691,1.31183,8.4218e-06,8.4218e-06,8.4218e-06
179,3251.18,0.99514,0.6985,1.10874,0.90888,0.88922,0.93136,0.62748,1.20028,0.68708,1.30948,8.0852e-06,8.0852e-06,8.0852e-06
180,3266.26,0.98448,0.69421,1.10943,0.90355,0.89675,0.93253,0.62584,1.19861,0.69087,1.31145,7.7486e-06,7.7486e-06,7.7486e-06
181,3281.72,0.98945,0.7014,1.11253,0.89643,0.89323,0.93238,0.62766,1.19731,0.68401,1.31191,7.412e-06,7.412e-06,7.412e-06
182,3300.23,0.98109,0.70441,1.10415,0.91054,0.88778,0.93516,0.6312,1.19398,0.68047,1.30966,7.0754e-06,7.0754e-06,7.0754e-06
183,3316.4,0.99645,0.7106,1.11833,0.90364,0.89405,0.93552,0.63163,1.19712,0.68245,1.3101,6.7388e-06,6.7388e-06,6.7388e-06
184,3332.65,0.97484,0.70132,1.10643,0.90022,0.89315,0.9336,0.63159,1.19632,0.68593,1.31025,6.4022e-06,6.4022e-06,6.4022e-06
185,3348.83,0.98097,0.68579,1.11052,0.89981,0.89996,0.93571,0.63032,1.19593,0.68445,1.31002,6.0656e-06,6.0656e-06,6.0656e-06
186,3367.23,0.99077,0.69878,1.11435,0.90321,0.89527,0.93539,0.63064,1.19169,0.68075,1.30784,5.729e-06,5.729e-06,5.729e-06
187,3382.69,0.97544,0.68824,1.1068,0.90577,0.88964,0.93292,0.62821,1.19321,0.68479,1.30897,5.3924e-06,5.3924e-06,5.3924e-06
188,3398.42,0.98632,0.69018,1.10972,0.91109,0.88968,0.93538,0.6289,1.1916,0.68078,1.30852,5.0558e-06,5.0558e-06,5.0558e-06
189,3421.77,0.99609,0.71402,1.11345,0.9153,0.88786,0.93611,0.62767,1.18992,0.67718,1.30928,4.7192e-06,4.7192e-06,4.7192e-06
190,3433.44,0.96922,0.68185,1.10483,0.91408,0.88649,0.9362,0.62945,1.19098,0.67993,1.30811,4.3826e-06,4.3826e-06,4.3826e-06
191,3472.22,0.93105,0.64401,1.10378,0.9098,0.88562,0.93249,0.62343,1.19453,0.69545,1.31332,4.046e-06,4.046e-06,4.046e-06
192,3483.57,0.92364,0.60966,1.09851,0.88791,0.89829,0.9295,0.6196,1.20078,0.70125,1.32097,3.7094e-06,3.7094e-06,3.7094e-06
193,3495.05,0.90185,0.59349,1.08961,0.89348,0.8817,0.92778,0.61662,1.20583,0.70856,1.32488,3.3728e-06,3.3728e-06,3.3728e-06
194,3506.46,0.90032,0.58541,1.08811,0.85717,0.91118,0.92623,0.61228,1.21394,0.7176,1.32929,3.0362e-06,3.0362e-06,3.0362e-06
195,3517.88,0.89529,0.57706,1.09162,0.87973,0.88969,0.92492,0.61029,1.21377,0.71728,1.33219,2.6996e-06,2.6996e-06,2.6996e-06
196,3529.14,0.8995,0.58716,1.08749,0.87798,0.89081,0.92411,0.60994,1.2151,0.71893,1.33248,2.363e-06,2.363e-06,2.363e-06
197,3540.32,0.89499,0.57339,1.08793,0.87456,0.89056,0.92406,0.60981,1.21612,0.72001,1.33319,2.0264e-06,2.0264e-06,2.0264e-06
198,3551.61,0.89454,0.57266,1.0882,0.87192,0.8937,0.9227,0.61004,1.21526,0.71871,1.33397,1.6898e-06,1.6898e-06,1.6898e-06
199,3562.88,0.88346,0.56856,1.08533,0.8739,0.89491,0.92335,0.61206,1.21557,0.71799,1.3328,1.3532e-06,1.3532e-06,1.3532e-06
200,3574.18,0.88946,0.56242,1.08735,0.87276,0.89535,0.92336,0.61158,1.2144,0.71789,1.33231,1.0166e-06,1.0166e-06,1.0166e-06
